Season_number,Week,home_team,away_team,result,home_lineup,away_lineup
1992,15,Tottenham Hotspur,Wolverhampton Wanderers,L,BradleyOrr-SamRicketts-WayneBridge-BradFriedel-StevenReidOwn-AaronRamseyOwn-MauroFormica-ScottDann-ParkJi-AndyWilkinson-RoryDelap,JaySpearing-MohamedDiamé-BenWatson-JamesCollins-LedleyKing-NikicaJelavic-GaëlClichy-DannyHigginbotham-JoshMcEachran-LuisSuárez-DavidLuiz
1992,15,Newcastle United,Arsenal,W,NeilTaylor-MikeWilliamson-CraigDawson-AdamHenley-JohnHeitinga-NathanDyer-MattUpson-JoeAllen-CarlosCuellar-RicardoFuller-JodyCraddock,LukeYoung-ZatKnight-MartonFülöp-JuanMata-MarkSchwarzer-TimKrul-MaynorFigueroa-BrettEmerton-PeterCrouchOwn-LandonDonovan-Alex
1992,15,Bolton Wanderers,Liverpool,L,YounesKaboul-PerMertesacker-RonnieStam-SamirNasri-PetrCech-DavideSanton-JohnO'Shea-LouisSaha-RadekCerny-JazzRichards-TimCahill,LuisAntonioValencia-JamesMilnerPen.Scored-MarcusOlsson-DavidJuniorHoilett-DeclanRudd-RyanGiggs-GrantHolt-AdlèneGuédioura-Fabio-Ramires-ChicharitoPen.Scored
1992,15,Everton,Aston Villa,W,TheoWalcott-YakubuPen.Scored-GaryGardner-KoloTouré-StevenTaylor-ShaneLong-RomeluLukaku-ChrisMartin-NenadMilijas-FraizerCampbell-ShaneDuffy,NeilTaylorOwn-Rafael-KevinDavies-Ekotto-AdamDrury-AdamJohnson-StiliyanPetrov-SteveMorison-DirkKuyt-SebastienBassong-GabrielObertan
1992,15,Norwich City,Stoke City,W,TimReam-MartinSkrtelOwn-NickyShorey-DavidFox-MichaelEssien-AnthonyPilkington-OriolRomeu-ConorSammon-DedryckBoyata-Yakubu-PhilJagielka,MichaelCarrick-Marc-MartinKelly-StephenHuntPen.Scored-DaviddeGea-PeterOdemwingie-JamesMorrison-GarethMcAuley-WojciechSzczesny-BredeHangeland-PeterLøvenkrands
1992,15,Manchester City,Fulham,W,PatriceEvra-SergioAgüero-AndreasWeimann-MartinPetrovPen.Scored-GrantHoltPen.Scored-Anderson-StevenNzonzi-SebastianLarsson-AndreaOrlandi-BenAmos-LeonBarnett,IvanKlasnic-NemanjaVidic-ChristopheBerra-ChrisBrunt-CheickTioté-FabriceMuamba-ChrisBaird-Chamberlain-DimitarBerbatovPen.Scored-MatthewEtherington-WayneHennessey
1992,15,Sunderland,Swansea City,W,AndrewSurman-JohnArneRiise-AleksandarKolarov-TuncaySanli-RitchiedeLaet-ScottDannOwn-WayneRooney-ChrisBairdOwn-MicahRichards-AshleyYoung-MarioBalotelliPen.Scored,StephenWarnockOwn-BryanRuiz-PepeReina-JamesMcClean-Phillips-JordanHenderson-BenoitAssou-VedranCorluka-JasonLowe-PeterCrouch-StevenFletcher
1992,15,Blackburn Rovers,Chelsea,L,AntoineFortuné-ScottSinclairPen.Scored-RubénRochina-JonásGutiérrez-SimonVukcevic-GaryCahill-DidierDrogbaPen.Scored-JonathanWalters-Nani-KevinFoley-CharlesN'Zogbia,NigeldeJong-AaronRamsey-LucasLeiva-JonFlanagan-HatemBenArfa-VincentKompany-SimonDavies-DannyGraham-NigelReo-DavidJones-LeightonBaines
1992,15,West Bromwich Albion,Wigan Athletic,L,MartinOlsson-AaronHughes-AsamoahGyan-JermainePennant-JamieCarragher-DavidDavis-RioFerdinand-PaddyKenny-AndrewCrofts-VictorMoses-JonathanWoodgate,FábioAurélio-CameronJerome-EmmersonBoyce-PhilNeville-MarouaneChamakh-ScottParker-SimonLappin-RyanShotton-KyleNaughton-RyanTaylor-StefanSavic
1992,15,Manchester United,Queens Park Rangers,L,StephenHunt-CharlieAdam-PavelPogrebnyak-JermaineJenas-ThomasSørensen-Gervinho-CraigGordon-WayneRoutledge-DenisStracqualursi-GrahamDorrans-RobinvanPersie,JonasOlsson-StephenIreland-RyanShawcross-BenWatsonPen.Scored-YoussoufMulumbu-DarrenBentPen.Scored-JermainDefoe-GlenJohnson-MartinSkrtel-MichelVorm-MatthewKilgallon
1992,16,Arsenal,Tottenham Hotspur,W,JackColback-JamesMilner-ShaunMaloney-BrettEmerton-GylfiSigurdsson-MartonFülöp-LandonDonovan-NikoKranjcar-AlbertCrusat-JuanMata-LukeYoung,SéamusColeman-AndyWilkinson-GaryCaldwellOwn-BradFriedel-DavidWheater-StéphaneSessegnon-AaronRamseyOwn-MichaelTurner-SamRicketts-BradleyOrr-KyleWalker
1992,16,Liverpool,Wolverhampton Wanderers,W,DeclanRudd-DjibrilCissé-AlejandroFaurlin-Ramires-GarethBarry-KevinDoyle-DavidJuniorHoilett-LuisAntonioValencia-JamesMilnerPen.Scored-BobbyZamora-MarcusOlsson,DavidLuiz-MohamedDiamé-BenWatson-AndyCarroll-GaëlClichy-ConnorWickham-DannyHigginbotham-JamesCollins-CarlJenkinson-FrancoDiSanto-NikicaJelavic
1992,16,Aston Villa,Newcastle United,L,AdamDrury-EmmanuelFrimpong-SebastienBassong-FlorentMalouda-Ekotto-AdamJohnson-GabrielObertan-ElliottBennett-GarryMonk-SteveMorison-LiamRidgewell,RobbieKeane-KeithAndrews-JodyCraddock-WilliamGallas-SergioAgüeroPen.Scored-NathanDyer-JoeAllen-MaxiRodríguez-AndréSantos-AdamHenley-NeilTaylor
1992,16,Stoke City,Bolton Wanderers,D,SteveGohouri-PeterOdemwingie-BenFoster-SimonCox-RyanBennett-FernandoTorres-GarethMcAuley-WojciechSzczesny-Marc-PeterLøvenkrands-DaviddeGea,TimCahill-TonyHibbert-AshleyWilliams-SamirNasri-JamieO'Hara-HenriqueHilário-PerMertesacker-TimHoward-RadosavPetrovic-JordiGómez-TonyHibbertOwn
1992,16,Fulham,Everton,W,GrantHanley-LeeCattermole-ApostolosVellios-NathanBaker-RobertHuth-JoleonLescott-CheickTioté-DannyMurphyPen.Scored-MatthewEtherington-WayneHennessey-DimitarBerbatovPen.Scored,Sandro-RyanBertrand-WayneRooneyPen.Scored-ChristopherSamba-DavidPizarro-KoloTouré-ChrisMartin-AsmirBegovic-FraizerCampbell-BarryBannan-NenadMilijas
1992,16,Swansea City,Norwich City,W,MarioBalotelli-JayBothroyd-ZakWhitbread-StevenFletcher-PeterCrouch-LukeMoore-BryanRuiz-StephenWarnockOwn-CraigGardner-FitzHall-Coker,TimReam-NickyShorey-StevenCaulker-DavidFox-OriolRomeu-MatthewJarvis-JonnyHowson-MichaelEssien-CiaranClark-MartinSkrtelOwn-AnthonyPilkington
1992,16,Chelsea,Manchester City,W,SambaDiakité-CharlieAdamOwn-SamHutchinson-GaëlGivet-NigeldeJong-DannyGraham-JoséBosingwa-DavidJones-LeroyLita-VincentKompany-SimeonJackson,NicklasBendtner-FrankLampard-AlexandreSong-EricLichaj-Anderson-MartinPetrovPen.Scored-SergioAgüero-SholaAmeobi-LeonBarnett-StevenNzonzi-DavidStockdale
1992,16,Wigan Athletic,Sunderland,D,EmmersonBoyce-ScottParker-DanielAgger-ThomasVermaelenOwn-MagayeGueye-RyanShotton-FábioAurélio-KyleNaughton-PhilNeville-KevinDoyleOwn-ClintDempsey,DannyGrahamOwn-AndersLindegaard-RogerJohnson-MicahRichards-ChrisBairdOwn-ScottDannOwn-JeanBeausejour-WayneRooney-JohnArneRiise-RitchiedeLaet-EdinDzeko
1992,16,Queens Park Rangers,Blackburn Rovers,L,PhilJones-MartinSkrtel-RyanShawcross-GarethBale-AlexOxlade-JonasOlsson-DarrenBentPen.Scored-DannyWelbeck-BenWatsonPen.Scored-YoussoufMulumbu-SotiriosKyrgiakos,KevinFoley-AliAlHabsi-JonathanWalters-VictorAnichebe-SimonVukcevic-GaryCahill-ScottSinclairPen.Scored-NikicaJelavicPen.Scored-DarrenPratley-RubénRochina-Nani
1992,16,Manchester United,West Bromwich Albion,L,CharlieAdam-CraigBellamy-StewartDowning-ThomasSørensen-AaronLennon-PavelPogrebnyak-DenisStracqualursi-WayneRoutledge-JussiJääskeläinen-RobinvanPersie-EmmanuelAdebayor,AndrewCrofts-PabloZabaleta-DannyMurphy-JamesMcFadden-RioFerdinand-Sung-RicardoGardner-JonathanWaltersPen.Scored-WilsonPalacios-VictorMoses-RossTurnbull
1992,17,Tottenham Hotspur,Liverpool,L,GaryCaldwellOwn-AaronRamseyOwn-WayneBridge-FrancisCoquelin-ParkJi-SéamusColeman-Blake-KerimFrei-MichaelTurner-StevenReidOwn-MauroFormica,MarcosAlonso-DeclanRudd-KemyAgustien-Ramires-Fabio-SylvainMarveaux-DavidJuniorHoilett-MortenGamstPedersen-RyanGiggs-DjibrilCissé-AlejandroFaurlin
1992,17,Arsenal,Aston Villa,W,AndreyArshavin-AdamBogdan-Alex-JamesMilner-ShaunMaloney-MarkSchwarzer-NathanDelfouneso-GylfiSigurdsson-RafaelvanderVaart-PeterCrouchOwn-ZatKnight,MarcWilson-DarrenBent-StephenWard-JamesMcCarthy-SebastienBassong-Ekotto-LiamRidgewell-ElliottBennett-StiliyanPetrov-AdamDrury-SteveMorison
1992,17,Wolverhampton Wanderers,Stoke City,W,CarlJenkinson-JoshMcEachran-BenWatson-TitusBramble-LedleyKing-DavidLuiz-FrancoDiSanto-DimitarBerbatov-WesHoolahan-DannyHigginbotham-MohamedDiamé,RyanBennett-DeanWhitehead-MartinKelly-PeterLøvenkrands-SimonCox-KarlHenry-MikelArteta-WojciechSzczesny-BredeHangeland-MichaelCarrick-StephenHuntPen.Scored
1992,17,Newcastle United,Fulham,D,JohnHeitinga-NeilTaylor-CraigDawson-LeonBritton-DanielAggerOwn-MikeWilliamson-AdamHenley-DavidDunn-GrétarSteinsson-AndréSantos-RicardoFuller,ChristopheBerra-JoleonLescott-BranislavIvanovic-DannyMurphyPen.Scored-JonjoShelvey-GrantHanley-ApostolosVellios-DimitarBerbatovPen.Scored-NathanBaker-ChrisBrunt-ZdenekGrygera
1992,17,Bolton Wanderers,Swansea City,W,JohnO'Shea-ÁkosBuzsáky-DavideSanton-JamieO'Hara-HenriqueHilário-PerMertesacker-TimHoward-JazzRichards-JordiGómez-JoeHart-PetrCech,PatrickvanAanholt-VedranCorluka-JordanHenderson-Phillips-PeterCrouch-StevenFletcher-MarioBalotelli-StephenWarnockOwn-CraigGardner-RonaldZubar-ZakWhitbread
1992,17,Everton,Chelsea,L,YakubuPen.Scored-RomeluLukaku-AsmirBegovic-TheoWalcott-ChristopherSamba-ShaneLong-WayneRooneyPen.Scored-ChrisHerd-Sandro-ChrisMartin-AnthonyForde,YossiBenayoun-SamHutchinson-DavidN'Gog-DannyGraham-VincentKompany-AaronRamsey-SimonDavies-DavidJones-FabricioColoccini-DavidSilva-JoséBosingwa
1992,17,Norwich City,Wigan Athletic,L,PapissDembaCissé-ConorSammon-DavidFox-HugoRodallega-DannySimpson-JonnyEvans-JonnyHowson-HeidarHelguson-NedumOnuoha-MatthewJarvis-JamesMcArthur,ClintDempsey-LukaModric-KyleNaughton-GonzaloJara-EmmersonBoyce-CameronJerome-DJCampbell-KevinDoyleOwn-DanielAgger-RyanShotton-StefanSavic
1992,17,Manchester City,Queens Park Rangers,L,CarlosTevez-SebastianLarsson-AndreasWeimann-Anderson-StevenNzonzi-GabrielTamas-ShaunDerry-GrantHoltPen.Scored-LeonBarnett-MartinPetrovPen.Scored-PatriceEvra,GlenJohnson-MichelVorm-JermaineBeckford-YoussoufMulumbu-SalomonKalou-JermainDefoe-FrankLampardPen.Scored-JonasOlsson-ElliottWard-StephenKelly-MarkDavies
1992,17,Sunderland,Manchester United,D,SylvainDistin-MarioBalotelliPen.Scored-JeanBeausejour-ScottDannOwn-ChrisBairdOwn-AaronWilbraham-RogerJohnson-AndrewSurman-JohnArneRiise-MicahRichards-TuncaySanli,PavelPogrebnyak-JussiJääskeläinen-RobinvanPersie-GrahamDorrans-WayneRoutledge-JackRodwell-DanielAyala-BradGuzan-Gervinho-StewartDowning-JermaineJenas
1992,17,Blackburn Rovers,West Bromwich Albion,L,DarrenFletcher-MarcAlbrighton-JeromeThomas-MarouaneFellaini-JamesPerch-KevinFoley-AntoineFortuné-CharlesN'Zogbia-AliAlHabsi-KieranGibbs-DidierDrogbaPen.Scored,WilsonPalacios-JamesMcFadden-StevenReid-PabloZabaleta-AndrewCrofts-VictorMoses-RicardoGardner-JermainePennant-AaronHughes-Sung-MartinOlsson
1992,18,Aston Villa,Tottenham Hotspur,D,MarcWilson-StiliyanPetrov-Doni-EmmanuelFrimpong-DirkKuyt-DarrenBent-GarryMonk-ElliottBennett-DidierDrogba-LaurentKoscielny-Rafael,BradFriedel-MichaelKightly-RoystonDrenthe-RoryDelap-MauroFormica-ScottDann-BradleyOrr-KerimFrei-SamRicketts-Blake-FrancisCoquelin
1992,18,Stoke City,Liverpool,L,MartinPetrov-MichaelCarrick-RyanBennett-JamesMorrison-BenFoster-AnthonyModeste-DaviddeGea-KarlHenry-DeanWhitehead-MartinKelly-SteveGohouri,GarethBarry-KevinDoyle-MortenGamstPedersen-AdlèneGuédioura-EmileHeskey-Fabio-DeclanRudd-WesBrown-DavidJuniorHoilett-Ramires-LuisAntonioValencia
1992,18,Fulham,Arsenal,L,IvanKlasnic-NemanjaVidic-TomCleverley-WayneHennessey-FabriceMuamba-StevenGerrard-ZdenekGrygera-LeeCattermole-AngelRangel-JoleonLescott-DannyMurphyPen.Scored,LandonDonovan-JamesMilner-DarronGibson-NathanDelfouneso-MaynorFigueroa-EggertJónsson-RafaelvanderVaart-DamienDuff-AndreyArshavin-LukeYoung-MartonFülöp
1992,18,Swansea City,Wolverhampton Wanderers,D,PaulScholes-RonaldZubar-SebastiánCoates-JordanHenderson-JayBothroyd-AndrewJohnson-Phillips-BenoitAssou-CraigGardner-VedranCorluka-PatrickvanAanholt,TomasRosicky-DorusdeVries-RussellMartin-GaëlClichy-TitusBramble-JamesCollins-BenWatson-LuisSuárez-AndyCarroll-ConnorWickham-AntolínAlcaraz
1992,18,Chelsea,Newcastle United,W,LeroyLita-AaronRamsey-SimeonJackson-YossiBenayoun-SamHutchinson-JonFlanagan-LeightonBaines-DannyGraham-SambaDiakité-DembaBa-SimonDavies,KeirenWestwood-JodyCraddock-RicardoFuller-SergioAgüeroPen.Scored-NeilTaylor-LeonBritton-RobbieKeane-MaxiRodríguez-NathanDyer-MahamadouDiarra-MikeWilliamson
1992,18,Wigan Athletic,Bolton Wanderers,W,StefanSavic-PhilNeville-DanielAgger-LukaModric-KevinDoyleOwn-CameronJerome-KyleNaughton-AdelTaarabt-ThomasVermaelenOwn-MarouaneChamakh-GonzaloJara,PerMertesacker-RadekCerny-SamirNasri-TimCahill-MarkBunn-JoeHart-PetrCech-JamieO'Hara-KieranRichardson-HenriqueHilário-DavideSanton
1992,18,Queens Park Rangers,Everton,W,MarkDavies-SotiriosKyrgiakos-MichelVorm-DannyWelbeck-FrankLampardPen.Scored-PhilJones-JermaineBeckford-SalomonKalou-JamieMackie-RyanShawcross-GlennWhelan,JohanDjourou-YakubuPen.Scored-ChristopherSamba-WayneRooneyPen.Scored-ChrisHerd-StevenTaylor-RyanBertrand-ShaneLong-NenadMilijas-Sandro-AnthonyForde
1992,18,Manchester United,Norwich City,D,DanielSturridge-DenisStracqualursi-AaronLennon-DiniyarBilyaletdinov-JasonRoberts-EmmanuelAdebayor-GrahamDorrans-JackRodwell-SylvanEbanks-ThomasSørensen-MíchelSalgado,Yakubu-AnthonyPilkington-StevenCaulker-MatthewJarvis-JonnyHowson-MartinSkrtelOwn-DavidFox-HugoRodallega-NedumOnuoha-CiaranClark-PhilJagielka
1992,18,West Bromwich Albion,Manchester City,D,JonathanWaltersPen.Scored-KieronDyer-WilsonPalacios-RossTurnbull-ShayGiven-PabloZabaleta-JonathanWoodgate-MarkGower-AaronHughes-VictorMoses-TayeTaiwo,PhilBardsley-MousaDembélé-FrankLampard-AhmedElMohamady-GrantHoltPen.Scored-LeonBest-BenAmos-SergioAgüero-StevenNzonzi-EricLichaj-MartinPetrovPen.Scored
1992,18,Blackburn Rovers,Sunderland,L,DidierDrogbaPen.Scored-DarrenFletcher-MarcAlbrighton-DarrenPratley-KevinFoley-Nani-RubénRochina-AliAlHabsi-JeromeThomas-SimonVukcevic-VictorAnichebe,MichaelDawson-RitchiedeLaet-SylvainDistin-Chicharito-AaronWilbraham-AshleyYoung-RichardDunne-RogerJohnson-EdinDzeko-WayneRooney-JoeRiley
1992,19,Tottenham Hotspur,Stoke City,W,WayneBridge-BradFriedel-KyleWalker-MauroFormica-ArmandTraore-FrancisCoquelin-SamRicketts-ParkJi-AndyWilkinson-Blake-ScottDann,MartinPetrov-BillyJones-RyanBennett-FernandoTorres-DicksonEtuhu-WojciechSzczesny-BenFoster-MartinKelly-StephenHuntPen.Scored-PeterOdemwingie-DeanWhitehead
1992,19,Aston Villa,Fulham,W,MarcWilson-StephenWard-LaurentKoscielny-AdamDrury-DarrenBent-Doni-KevinDavies-SebastienBassong-DidierDrogba-ElliottBennett-GabrielObertan,LeeCattermole-CheickTioté-FabriceMuamba-ZdenekGrygera-WayneHennessey-NemanjaVidic-JoleonLescott-IvanKlasnic-TomCleverley-ChristopheBerra-RobertHuth
1992,19,Liverpool,Swansea City,W,DjibrilCissé-Fabio-SylvainMarveaux-Ramires-KemyAgustien-LuisAntonioValencia-RyanGiggs-JamesMilnerPen.Scored-AshleyCole-DavidJuniorHoilett-AdlèneGuédioura,Phillips-PeterCrouch-BenoitAssou-LukeMoore-MarioBalotelli-StevenFletcher-StephenDobbie-DannyGuthrie-JayBothroyd-BryanRuiz-PepeReina
1992,19,Arsenal,Chelsea,W,MaynorFigueroa-ClintHill-ZatKnight-PeterCrouchOwn-DarronGibson-NathanDelfouneso-MartonFülöp-JuanMata-EggertJónsson-Alex-ShaunMaloney,LeightonBaines-NicolasAnelka-LucasLeiva-VincentKompany-DavidJones-YossiBenayoun-DembaBa-DavidSilva-NigelReo-SamHutchinson-PhilippeSenderos
1992,19,Wolverhampton Wanderers,Wigan Athletic,W,DannyHigginbotham-AndyCarroll-RussellMartin-TitusBramble-RichardStearman-DavidLuiz-JaySpearing-LuisSuárez-NikicaJelavic-LedleyKing-JamesCollins,MarouaneChamakh-PhilNeville-DJCampbell-AdelTaarabt-KevinDoyleOwn-StefanSavic-PauloFerreira-StephenWarnock-LukaModric-JohnTerry-EmmersonBoyce
1992,19,Newcastle United,Queens Park Rangers,W,GrétarSteinsson-CarlosCuellar-KeirenWestwood-RicardoFuller-JodyCraddock-JoeAllen-AdamHenley-AndréSantos-DavidDunn-CraigDawson-SergioAgüeroPen.Scored,JermainDefoe-GarethBale-GlennWhelan-MarkDavies-AlexOxlade-DarrenBentPen.Scored-JermaineBeckford-PhilJones-AntonFerdinand-StephenKelly-RyanShawcross
1992,19,Bolton Wanderers,Manchester United,L,TonyHibbertOwn-AshleyWilliams-TonyHibbert-JazzRichards-SamirNasri-RadekCerny-HenriqueHilário-JoeHart-RadosavPetrovic-JordiGómez-TimHoward,CharlieAdam-StewartDowning-DanielAyala-CraigGordon-StephenHunt-WayneRoutledge-JackRodwell-AaronLennon-JermaineJenas-SylvanEbanks-DenisStracqualursi
1992,19,Everton,West Bromwich Albion,L,ChrisHerd-RomeluLukaku-WayneRooneyPen.Scored-RyanBertrand-JohanDjourou-StevenTaylor-TheoWalcott-JakeLivermore-Sandro-FraizerCampbell-ShaneDuffy,PabloZabaleta-RioFerdinand-AaronHughes-MartinOlsson-JamieCarragher-JonathanWaltersPen.Scored-DannyMurphy-JonathanWoodgate-MarkGower-PaulScharner-TayeTaiwo
1992,19,Norwich City,Blackburn Rovers,W,JonnyEvans-Yakubu-HugoRodallega-PapissDembaCissé-DannySimpson-OriolRomeu-NickyShorey-BradleyJohnson-NedumOnuoha-JonnyHowson-MichaelEssien,SimonVukcevic-NikicaJelavicPen.Scored-KieranGibbs-CharlesN'Zogbia-JonásGutiérrez-JohnObiMikel-DarrenPratley-KevinFoley-AliAlHabsi-JeromeThomas-DarrenFletcher
1992,19,Manchester City,Sunderland,L,SholaAmeobi-SergioAgüero-StevenNzonzi-PhilBardsley-LeonBest-ShaunDerry-EricLichaj-AhmedElMohamady-Anderson-MartinPetrovPen.Scored-DavidStockdale,DannyGrahamOwn-AndersLindegaard-ChrisBairdOwn-TuncaySanli-AshleyYoung-AaronWilbraham-EdinDzeko-ChrisEagles-YayaTouré-MicahRichards-ScottDannOwn
1992,20,Fulham,Tottenham Hotspur,L,RyoMiyaichi-GrantHanley-DannyMurphyPen.Scored-MatthewEtherington-JoleonLescott-FabriceMuamba-GabrielAgbonlahor-TomCleverley-DimitarBerbatovPen.Scored-LeeCattermole-ZdenekGrygera,ArmandTraore-MichaelTurner-Blake-AaronRamseyOwn-SéamusColeman-BradleyOrr-DannyRose-WayneBridge-SamRicketts-ParkJi-MichaelKightly
1992,20,Swansea City,Stoke City,W,StephenWarnockOwn-JayBothroyd-JamesMcClean-SebastiánCoates-PaulScholes-StephenDobbie-MarioBalotelli-PeterCrouch-Phillips-JordanHenderson-CraigGardner,SteveGohouri-PeterLøvenkrands-MartinPetrov-KarlHenry-MichaelCarrick-SimonCox-PeterOdemwingie-BillyJones-FernandoTorres-AnthonyModeste-RyanBennett
1992,20,Chelsea,Aston Villa,W,DavidJones-HatemBenArfa-PhilippeSenderos-DembaBa-NicolasAnelka-JonFlanagan-LeroyLita-GaëlGivet-JoséBosingwa-LucasLeiva-YohanCabaye,LaurentKoscielny-GabrielObertan-MarcTierney-StephenWard-DirkKuyt-StiliyanPetrov-ElliottBennett-Doni-Ekotto-NeilTaylorOwn-FlorentMalouda
1992,20,Wigan Athletic,Liverpool,W,CameronJerome-ThomasVermaelenOwn-EmmersonBoyce-FábioAurélio-DJCampbell-JohnTerry-StefanSavic-SimonLappin-RyanTaylor-DanielAgger-AdelTaarabt,ChicharitoPen.Scored-KevinDoyle-GarethBarry-LuisAntonioValencia-Ramires-WesBrown-KemyAgustien-Fabio-AshleyCole-MarcusOlsson-AlejandroFaurlin
1992,20,Queens Park Rangers,Arsenal,D,MartinSkrtel-MarkDavies-JermaineBeckford-JamieMackie-ElliottWard-DannyWelbeck-JermainDefoe-GarethBale-AlexOxlade-GlenJohnson-PhilJones,PeterCrouchOwn-MartonFülöp-ZatKnight-MarkSchwarzer-GylfiSigurdsson-ShaunMaloney-LukeYoung-TimKrul-EggertJónsson-JamesMilner-Alex
1992,20,Manchester United,Wolverhampton Wanderers,L,GrahamDorrans-DavidEdwards-SylvanEbanks-WayneRoutledge-DanielAyala-JasonRoberts-CraigBellamy-JermaineJenas-DenisStracqualursi-StephenHunt-EmmanuelAdebayor,MohamedDiamé-JoshMcEachran-Piscu-DavidLuiz-LuisSuárez-FrancoDiSanto-AntolínAlcaraz-BacarySagna-AndyCarroll-WesHoolahan-BenWatson
1992,20,West Bromwich Albion,Newcastle United,L,MarkGower-RioFerdinand-DavidDavis-JermainePennant-StevenReid-JamieCarragher-KieronDyer-Sung-JonathanWoodgate-TayeTaiwo-AsamoahGyan,MaxiRodríguez-JodyCraddock-SergioAgüeroPen.Scored-KeithAndrews-GrétarSteinsson-MikeWilliamson-DavidDunn-NeilTaylor-CraigDawson-KeirenWestwood-CarlosCuellar
1992,20,Blackburn Rovers,Bolton Wanderers,W,AliAlHabsi-NikicaJelavicPen.Scored-JonathanWalters-RubénRochina-MarcAlbrighton-MarouaneFellaini-JonásGutiérrez-KieranGibbs-JohnObiMikel-JeromeThomas-SimonVukcevic,TonyHibbert-GeorgeElokobi-LouisSaha-RadekCerny-JoeHart-PetrCech-KieranRichardson-JamieO'Hara-JazzRichards-SamirNasri-PaulRobinson
1992,20,Sunderland,Everton,W,JohnArneRiise-RogerJohnson-RitchiedeLaet-MarioBalotelliPen.Scored-ScottDannOwn-AaronWilbraham-YayaTouré-JoeyBarton-EdinDzeko-AndersLindegaard-WayneRooney,LeightonBainesPen.Scored-ChristopherSamba-AsmirBegovic-YakubuPen.Scored-WayneRooneyPen.Scored-ShaneLong-ChrisMartin-BarryBannan-GaryGardner-StevenTaylor-JohanDjourou
1992,20,Manchester City,Norwich City,L,SergioAgüero-MousaDembélé-AndreaOrlandi-SebastianLarsson-FrankLampard-GabrielTamas-DavidStockdale-LeonBarnett-GrantHoltPen.Scored-SholaAmeobi-NicklasBendtner,MartinSkrtelOwn-StevenCaulker-Yakubu-AnthonyPilkington-JonnyHowson-BradleyJohnson-DedryckBoyata-OriolRomeu-PapissDembaCissé-DannySimpson-DavidVaughan
1992,21,West Bromwich Albion,Tottenham Hotspur,L,AsamoahGyan-PaddyKenny-JonathanWoodgate-KieronDyer-DannyMurphy-PaulScharner-StevenReid-JamesMcFadden-RioFerdinand-ShayGiven-MarkGower,StevenReidOwn-StéphaneSessegnon-RoystonDrenthe-WayneBridge-KerimFrei-LeonOsman-DannyRose-ArmandTraore-MichaelTurner-RoryDelap-Blake
1992,21,Blackburn Rovers,Manchester United,L,DarrenFletcher-SimonVukcevic-JohnObiMikel-JamesPerch-DarrenPratley-RubénRochina-ScottSinclairPen.Scored-MarcAlbrighton-KieranGibbs-AliAlHabsi-JonásGutiérrez,AaronLennon-MíchelSalgado-GrahamDorrans-JackRodwell-JussiJääskeläinen-CharlieAdam-RobinvanPersie-EmmanuelAdebayor-CraigGordon-CraigBellamy-StephenHunt
1992,21,Sunderland,Queens Park Rangers,W,JoeRiley-AaronWilbraham-RogerJohnson-MarioBalotelliPen.Scored-ScottDannOwn-ChrisBairdOwn-YayaTouré-AshleyYoung-RitchiedeLaet-SylvainDistin-WayneRooney,AlexOxlade-AntonFerdinand-MichelVorm-GarethBale-JonasOlsson-DarrenBentPen.Scored-DannyWelbeck-FrankLampardPen.Scored-BenWatsonPen.Scored-SalomonKalou-MatthewKilgallon
1992,21,Manchester City,Wigan Athletic,D,LeonBest-PatriceEvra-GabrielTamas-SholaAmeobi-StevenNzonzi-AlexandreSong-FrankLampard-MartinPetrovPen.Scored-GrantHoltPen.Scored-Anderson-BenAmos,MagayeGueye-AdelTaarabt-GonzaloJara-SimonLappin-ThomasVermaelenOwn-StephenWarnock-JohnTerry-PhilNeville-DJCampbell-LukaModric-MarouaneChamakh
1992,21,Norwich City,Chelsea,L,JamesMcArthur-MichaelEssien-BradleyJohnson-DedryckBoyata-OriolRomeu-MartinSkrtelOwn-NedumOnuoha-AnthonyPilkington-DavidVaughan-ConorSammon-PhilJagielka,VincentKompany-NigeldeJong-DembaBa-NigelReo-SimonDavies-LeightonBaines-YossiBenayoun-PhilippeSenderos-JonFlanagan-JoséBosingwa-FabricioColoccini
1992,21,Everton,Swansea City,L,SteveSidwell-WayneRooneyPen.Scored-RomeluLukaku-GaryGardner-FraizerCampbell-NenadMilijas-AsmirBegovic-AnthonyForde-Sandro-ShaneLong-ChrisHerd,FitzHall-PeterCrouch-JordanHenderson-Coker-ZakWhitbread-StephenWarnockOwn-AndrewJohnson-Phillips-JamesMcClean-RonaldZubar-PepeReina
1992,21,Bolton Wanderers,Fulham,W,GeorgeElokobi-RonnieStam-JohnO'Shea-PetrCech-MarkBunn-TonyHibbertOwn-ÁkosBuzsáky-JoeHart-TimCahill-PerMertesacker-DavideSanton,NathanBaker-ChristopheBerra-LeeCattermole-ApostolosVellios-WayneHennessey-JonjoShelvey-MatthewEtherington-TomCleverley-JoleonLescott-FabriceMuamba-ChrisBrunt
1992,21,Newcastle United,Stoke City,W,CraigDawson-KeithAndrews-DavidDunn-AndréSantos-ShaunWright-NeilTaylor-MikeWilliamson-MahamadouDiarra-SergioAgüeroPen.Scored-DanielAggerOwn-GrétarSteinsson,AdamHammill-JamesMorrison-GarethMcAuley-AnthonyModeste-MartinPetrov-GaryCaldwell-SteveGohouri-MikelArteta-DavidGoodwillie-BillyJones-KarlHenry
